prompt,link
"Nice Niji prompt 

Good morning everyone 

Those who follow me know that I’m a huge fan of the niji model from Midjourney. In my opinion it’s way more exciting than the ordinary one. And it’s capable of much more than just anime, even though that’s my favourite part of it.… Show more",https://twitter.com/_simensen/status/1702941253204103590
"Bubbly Friends

Can you imagine an undersea world where your friends are all bubbly talking sea creatures?",https://twitter.com/Caelitus_/status/1703463922206969961
"Goodnight everyone. Wishing you amazing, fantastical dreams limited only by your own imagination.",https://twitter.com/Caelitus_/status/1703578598186045710
"300 the movie by Zack Snyder

Today I bring you some action scenes based on King Leonidas from the movie 300, I hope you like them.

Mini guide of cinematographic action scenes: https://twitter.com/MayorKingAI/status/1698436991497433205…

Prompts in ALT",https://twitter.com/MayorKingAI/status/1703452845461148006
Inspired by some artists from my feed,https://twitter.com/maxim_wcg/status/1703684560825770250
"Photojournalistic Portraits in 

I wanted to maintain my cinematic look while incorporating some vintage elements into the photos. I modified some old prompts that can be easily adjusted by switching color/scene tokens.

Prompts  ALT",https://twitter.com/iamneubert/status/1703423609673535765
Confession,https://twitter.com/aiartjosie/status/1701003368565744005
Futuristic Neon City,https://twitter.com/sharonmawbry/status/1701923192665735286
Is Midjourney too realistic?,https://twitter.com/AIEXODUS/status/1703962456987509021
Hackers,https://twitter.com/ENSandAIArt/status/1702496833753456665
Lara in Action... and Lara in stealth Mode,https://twitter.com/cap_booya73/status/1701283601122226446
Popstars,https://twitter.com/MiyaviRed/status/1703902358156243005
"Good afternoon. “Putting on the Mask”. aiart midjourney…. Do you feel the need to mask your vulnerability?  I do.  Do you find that in work situations, people mistrust nuance and grey areas, or uncertainty?  It seems that decisiveness and confidence win, even if it’s fake.  I am… Show more",https://twitter.com/hildiebird/status/1703515432781812206
"PROMPT CHALLENGE 16 #: Jean jullien 

Prompt : [ concept  or character ], by Jean Jullien art --ar 4:5 --v 5.2

You can try —v 5.1  and raw too  

 Inviting all AI artists.",https://twitter.com/Ashokkumarpndy/status/1703110476203467220
"GM Friends! 

Today is September 15th, 2023, and Joe Biden is still the worst President this country has ever had. 

We all know how much he enjoys a good bike ride. Pay no attention to our country going up in smoke in the background....

That. Is. All.

… Show more",https://twitter.com/blue_eyes_0928/status/1702644493458026943
"PROMPT CHALLENGE 15 #: Needle felted

Prompt : [ concept  or character ], [portrait] needle felted --ar 4:5 --v 5.2

You can try —v 5.2 alone 

 Inviting all AI artists.",https://twitter.com/Ashokkumarpndy/status/1701571912789573751
"Allways new listings in our shop !
https://aiwondersshop.etsy.com",https://twitter.com/Turbobunny1337/status/1702768042340483229
Good night. Sweet dreams.,https://twitter.com/rin22cal51yn/status/1702700227730526409
My Face will Haunt you...,https://twitter.com/EhteshamHayat/status/1702726946139021659
Good night. Sweet dreams.,https://twitter.com/rin22cal51yn/status/1701603805467693441
The Warner Bros. Discovery CEO has a big salary and a big task at the parent company for CNN and Max: turning around a media giant saddled with high debt and multiple challenges,https://twitter.com/barronsonline/status/1699417044712661437/analytics
plants live in the world 2,https://twitter.com/Basil_Pepper/status/1700997521303359614
Some flowers for you!,https://twitter.com/sharonmawbry/status/1702688770456162453
"A calm coffee, a colliding cosmos.",https://twitter.com/koldo2k/status/1701499759419117936
"Happy Monday!
Let’s start working.",https://twitter.com/lvntblsn/status/1703734578748269054
"Surreal mystical garden
Prompt by: 

 
Thank you for sharing the prompt.",https://twitter.com/sharonmawbry/status/1702031860245684469
"Among the top reasons are being laid off or pushed out of work, health concerns, and caregiving responsibilities.",https://twitter.com/barronsonline/status/1674790265482256384/analytics
Midjourney’s /describe function has some interesting takes on our interstellar friend,https://twitter.com/AlexColomboNYC/status/1702068397578621288
"If you need a polished app icon, try this Midjourney prompt.

It could save you both time and money.

Prompt: square modern ios app logo design of a [type of app], ios app icon, simple ui, flat design, white background

There are 3 key elements to the prompt:

1. [type of app]… Show more",https://twitter.com/chaseleantj/status/1703381246586569067
Angels of this world,https://twitter.com/EvropaXIV/status/1703896737327317464
I will be the Light in your Darkest Hours...,https://twitter.com/EhteshamHayat/status/1703107029320274060
Midjourney is really out of this world!,https://twitter.com/Dreamswillbreal/status/1701709799602475411
"The 12 year old in me wanted to name this piece ""Wet Dreams"". The adult me renamed it to ""Water Bed"". Both are, admittedly, bad names. Good night all.",https://twitter.com/Caelitus_/status/1703227058397069618
5 default style,https://twitter.com/voxeloops/status/1703390013076160882
Tranquility,https://twitter.com/sharonmawbry/status/1703097649732145296
"Series 'The Character is in Absurd Places.'

'The shark is drinking tea at the cafe.'

 |",https://twitter.com/aest_artificial/status/1702336402816418138
Good night! I hope you enjoy your evening.,https://twitter.com/jinx_aiart/status/1703204849943236778
"Rugged & Resilient Black Matte 
 Thursday Boots are premium leather boots, made with the highest quality materials & sold at the lowest sustainable markup possible.",https://twitter.com/ThursdayBootCo/status/1691549824032862264/analytics
Dive Into The Pink,https://twitter.com/Shiv_Dwiv/status/1703159322409136250
"The Dark Knight
    ่ม",https://twitter.com/DauthanhLong/status/1701252381114044423
"Get ready for an epic wilderness adventure this week!

From cozy mountain cabins to serene lake camps, I'll be exploring it all.

Don't worry, I've got my trusty  camera to capture every breathtaking moment.

I can't wait to share these incredible experiences with you!",https://twitter.com/doganuraldesign/status/1703908978365776288
"Series 'The Character is in Absurd Places.'

'Chucky opening a stand-up comedy club.'

 |",https://twitter.com/aest_artificial/status/1702019310917681531
Good morning from Bangkok,https://twitter.com/sharonmawbry/status/1703339275222229219
Messenger of Light - Good Night!,https://twitter.com/ai_altdims/status/1703906748292305261
prompt: ALT,https://twitter.com/RichBros2/status/1703807593599090815
Good morning. Have a nice day.,https://twitter.com/rin22cal51yn/status/1703172408323309605
"""Hello World"" GM

It's still hot

Please be careful

 5 default style",https://twitter.com/voxeloops/status/1703884387224588629
"""Cyber Assassins""",https://twitter.com/KIAI4RT/status/1703068717381202387
"Pika Labs text-to-video

I used a prompt I found in Midjourney magazine:

""grandma washes herbs, top view, sunlight, photo-realistic, professional food photography, sharp focus """,https://twitter.com/anukaakash/status/1703775662736375978
"Finance writer Morgan Housel talks about the mistakes investors make, how he assesses risk, and where he puts his money.",https://twitter.com/barronsonline/status/1690082184604819456/analytics
"When the portal opens, the end comes.",https://twitter.com/TArbalest/status/1703414716788252914
"CONTROL THE COMPOSITION IN MIDJOURNEY WITH VISUAL BALANCE

Other tokens I use to get a particular composition:
- Asymmetrical
- Symmetrical
- Radial

I spent a couple of years in art school, so I got the idea of these tokens from lessons about visual composition.

Note: As with… Show more",https://twitter.com/ciguleva/status/1703276532721156489
Bangkok at sunset. View of Wat Arun from the river.,https://twitter.com/sharonmawbry/status/1703450245231775977
"It is not art, BY DEFINITION.
Midjourney does not express ""a human creative skill"". It's just collecting images from the internet and reproducing something similar based on a prompt.",https://twitter.com/funEman_/status/1703615368244101582
old school  made by Midjourney,https://twitter.com/pierrechapotot/status/1702880165406048425
"Late at night, one painting",https://twitter.com/rin22cal51yn/status/1700563970619245030
"Prompt: [SUBJECT], sketched with just a few, yet expressive, brush strokes, white background",https://twitter.com/TheFirstRaph/status/1700912010995609942
"Into the woods 

The Midjourney experiment continues…",https://twitter.com/MikeHindle/status/1701584206373982335
"With restaurants hurting for staff, teenagers are making up a greater share of their workforce. But some say the industry isn’t doing enough to protect its youngest employees.",https://twitter.com/barronsonline/status/1690081563319451648/analytics
"I'm continuing to do with one word prompts for emotions, on Midjourney this one is “frustration” 
how did MJ do?",https://twitter.com/michaeljmuch/status/1702775135835480536
"BASIC COLOR PALETTES IN MIDJOURNEY

I often use specific colors, but sometimes, especially in the research stage, I use basic color palette tokens:
- Monochromatic
- Warm
- Cool
- Neutral
- Earth-Tone
- Vintage
- Pastel
- Muted

Note: As with everything related to AI, they may… Show more",https://twitter.com/ciguleva/status/1703575095158174140
The River - an endless flow of generative images,https://twitter.com/latentspace_/status/1703905834298716641
Vader Starry Night,https://twitter.com/160thSpcOps/status/1700617776950542571
"Ours a love I held tightly
Feeling the rapture grow
Like a flame burning brightly
But when she left

Gone was the glow of
Blue velvet
But in my heart there'll always be
Precious and warm, a memory

 - Lana del Rey

""Blue velvet""",https://twitter.com/KIAI4RT/status/1703346990946390365
"Symmetry & Calm 

Fully AI-generated with Midjourney. Upscaled, sharpened and edited in Photoshop",https://twitter.com/MikeHindle/status/1702675329553166522
"midjourney is nice, but it's way too random for designing assets.

imagine being able to consistently generate assets that stay on-brand.

that's exactly what i'm building.

v1 is already out.

and 1500+ designers, marketers, and artists are using it today.

but i'm building a… Show more",https://twitter.com/dxlantxch/status/1701280526475338191
"Congrats on the promotion.

That 5min AI briefing you read every morning - it’s really leveled up your game.",https://twitter.com/aaditsh/status/1703793075624054957/analytics
"Using http://v0.dev to build this whole room chat interface in minutes. AND dive into every component and interaction to polish.
.

 really delivered Midjourney for UI. 
.
Crazy future! https://v0.dev/r/swunP7t",https://twitter.com/chunonline/status/1702455473612427446
Floating on the edge of the sword,https://twitter.com/Artedeingenio/status/1701701240906809480
"He looks like a cute little Robo Spider, but be careful 

Looking forward to a new week",https://twitter.com/fifty7fifty7/status/1703385773347881148
"Midjourney is phenomenal!

But, it costs $10/month to use.

Here are 7 FREE AI image generators that may surprise you:",https://twitter.com/theresanaiforit/status/1700929389771247810
"We can only hope. In discovery, Midjourney would need to disclose the original generated image so we can see the alterations he's made.

We're all guessing it's been hardly altered.",https://twitter.com/mfrankDude/status/1701105850826600612
Good morning Fam,https://twitter.com/CadizFFM/status/1703739978365427833
"He looks like a cute little Robo Spider, but be careful 

Looking forward to a new week",https://twitter.com/fifty7fifty7/status/1703385773347881148
"Midjourney is phenomenal!

But, it costs $10/month to use.

Here are 7 FREE AI image generators that may surprise you:",https://twitter.com/theresanaiforit/status/1700929389771247810
"We can only hope. In discovery, Midjourney would need to disclose the original generated image so we can see the alterations he's made.

We're all guessing it's been hardly altered.",https://twitter.com/mfrankDude/status/1701105850826600612
Good morning Fam,https://twitter.com/CadizFFM/status/1703739978365427833
"It's 4:20 somewhere  

 Let's celebrate this moment with some dope   

Pass this post to your buds & follow for more!",https://twitter.com/HighArtwork/status/1703790984641843484
Good night. Sweet dreams.,https://twitter.com/rin22cal51yn/status/1703054151884931401
"Have you been to a Ben Nash DJ set yet? - made with Stable Audio, Runway Gen-2, Midjourney, Photoshop GenFill, CapCut",https://twitter.com/bennash/status/1703849646395658505
- Mother and Child -,https://twitter.com/PepengPayatAI/status/1702984251661320474
The  flow of generative images,https://twitter.com/latentspace_/status/1703861544595910722
Sweet But Psycho,https://twitter.com/Shiv_Dwiv/status/1703431114269085978
- Mother and Child -,https://twitter.com/PepengPayatAI/status/1702984251661320474
The  flow of generative images,https://twitter.com/latentspace_/status/1703861544595910722
Sweet But Psycho,https://twitter.com/Shiv_Dwiv/status/1703431114269085978
"Alert!
Dive into the essence of connection with our latest theme: ""Handshake"" (握手). Showcase the bond, the agreement, or just two hands coming together.   
Theme provided by",https://twitter.com/AI_ArtPrompts/status/1703029147822358842
"Best 12 AI tools in 2023

Solve anything - Chat Gpt
Write anything - Writesonic
Generate Art - Midjourney
Generate Code - Replit
Generate Video - Synthesia
Generate Music - Soundraw
Generate Tiktoks - Fliki
Generate Avatars - StarryTars
Generate PPT - Slide AI
Edit Pictures -… Show more",https://twitter.com/OmoKiikan/status/1700754595952111975
"Over the past few months, I've been building http://v0.dev with my team 

. 

It's an AI tool that is effectively Midjourney for React. 

With v0 you can use simple prompts to generate copy-and-paste friendly React , powered by 

 UI and Tailwind CSS.… Show more",https://twitter.com/jaredpalmer/status/1702356555218506070
"THE METAMORPHOSIS

Modern adaptation of ""The Metamorphosis"" by Franz Kafka.  

Created using generative AI tools: RunwayML Gen-2, ZeroScope, SDXL, MidJourney, Bark, ElevenLabs, Coqui, wav2lip. 

Some thoughts and musings",https://twitter.com/rainisto/status/1703780912436056150
"2020 vs 2023 Brand Tool Stack:

Logo → Fiverr vs Looka
Copy → Copywriters vs ChatGPT
Marketing → Agencies vs Jasper
Website → Squarespace vs Webflow
Video → Editors vs Descript
Graphics → Sketch vs Canva
Images → Shutterstock vs Midjourney",https://twitter.com/AnnaPoplevina/status/1703785359174193413
"GN 

floral dream",https://twitter.com/sTomo_dtmxdogs/status/1702032882913656987
"THE METAMORPHOSIS

Modern adaptation of ""The Metamorphosis"" by Franz Kafka.  

Created using generative AI tools: RunwayML Gen-2, ZeroScope, SDXL, MidJourney, Bark, ElevenLabs, Coqui, wav2lip. 

Some thoughts and musings",https://twitter.com/rainisto/status/1703780912436056150
"2020 vs 2023 Brand Tool Stack:

Logo → Fiverr vs Looka
Copy → Copywriters vs ChatGPT
Marketing → Agencies vs Jasper
Website → Squarespace vs Webflow
Video → Editors vs Descript
Graphics → Sketch vs Canva
Images → Shutterstock vs Midjourney",https://twitter.com/AnnaPoplevina/status/1703785359174193413
"GN 

floral dream",https://twitter.com/sTomo_dtmxdogs/status/1702032882913656987
"Reference eras in Midjourney. They're powerful.

 1960s
 1970s
 1980s
 1990s

 {era} portrait photo, a person outside, evening",https://twitter.com/nickfloats/status/1702011786600312834
"The coins 

Experimenting with midjourney for generating the environment, and surprisingly it was really fun.",https://twitter.com/kira0s/status/1703465328905453848
"Harmony in the cup, storm beyond the door.",https://twitter.com/koldo2k/status/1703654747201265684
"""I don't need a fancy suit to be a hero. I was born one.""

--Soldierboy

 
  
 

 


These Images where created Midjourney and http://Picsi.ai easy faceswap by powered by… Show more",https://twitter.com/Zuuhl82/status/1700804174114402615
"Alert! 
Get ready for the next theme: ""Water Droplet"" (水滴).  Let's see your most captivating creations!   
Theme provided by",https://twitter.com/AI_ArtPrompts/status/1703551199142654122
"Cyberpunk Hacker 
Prompt by",https://twitter.com/sharonmawbry/status/1701861746057589086
"The coins 

Experimenting with midjourney for generating the environment, and surprisingly it was really fun.",https://twitter.com/kira0s/status/1703465328905453848
"Harmony in the cup, storm beyond the door.",https://twitter.com/koldo2k/status/1703654747201265684
"""I don't need a fancy suit to be a hero. I was born one.""

--Soldierboy

 
  
 

 


These Images where created Midjourney and http://Picsi.ai easy faceswap by powered by… Show more",https://twitter.com/Zuuhl82/status/1700804174114402615
"Alert! 
Get ready for the next theme: ""Water Droplet"" (水滴).  Let's see your most captivating creations!   
Theme provided by",https://twitter.com/AI_ArtPrompts/status/1703551199142654122
"Cyberpunk Hacker 
Prompt by",https://twitter.com/sharonmawbry/status/1701861746057589086
"from an older work:

photorealistic, a beautiful chinese woman wearing a high detailed Cheongsam, sitting on a bed, romantic mood, beautiful cinematic lighting --ar 2:3 --s 1000 --style raw",https://twitter.com/KIAI4RT/status/1703392932336750700
"Looking for Professional Ecommerce Stock Images?

Grab these 144 Professional Ecommerce Product Midjourney Prompts

To get it:

1. RT this tweet
2. Reply 'ECOMMERCE'
3. Follow me 

  

Must follow or can't DM    

P.S.
Grab them while you can",https://twitter.com/ItsAivik/status/1702419513474527419
Meanwhile somewhere in Mexico  right now,https://twitter.com/ENSandAIArt/status/1702157907423641747
Holiday time in the city https://redbubble.com/studio/promote/150259019…,https://twitter.com/MargaretWiktor/status/1703858920777826751
"Cyberpunk Hacker 
Prompt by",https://twitter.com/sharonmawbry/status/1701861746057589086
"from an older work:

photorealistic, a beautiful chinese woman wearing a high detailed Cheongsam, sitting on a bed, romantic mood, beautiful cinematic lighting --ar 2:3 --s 1000 --style raw",https://twitter.com/KIAI4RT/status/1703392932336750700
"Looking for Professional Ecommerce Stock Images?

Grab these 144 Professional Ecommerce Product Midjourney Prompts

To get it:

1. RT this tweet
2. Reply 'ECOMMERCE'
3. Follow me 

  

Must follow or can't DM    

P.S.
Grab them while you can",https://twitter.com/ItsAivik/status/1702419513474527419
Meanwhile somewhere in Mexico  right now,https://twitter.com/ENSandAIArt/status/1702157907423641747
Holiday time in the city https://redbubble.com/studio/promote/150259019…,https://twitter.com/MargaretWiktor/status/1703858920777826751
well-equipped,https://twitter.com/Iroha_ai_japan/status/1703744679181725778
"The Cooking Lesson.

V5.2",https://twitter.com/artamagig/status/1703889114297184498
"Here's my AI creation of the week using Midjourney, Gen-2 and Pika Labs. Still working on it",https://twitter.com/DavidmComfort/status/1701071234489090524
Meanwhile somewhere in Mexico  right now,https://twitter.com/ENSandAIArt/status/1702157907423641747
Holiday time in the city https://redbubble.com/studio/promote/150259019…,https://twitter.com/MargaretWiktor/status/1703858920777826751
well-equipped,https://twitter.com/Iroha_ai_japan/status/1703744679181725778
"The Cooking Lesson.

V5.2",https://twitter.com/artamagig/status/1703889114297184498
"Here's my AI creation of the week using Midjourney, Gen-2 and Pika Labs. Still working on it",https://twitter.com/DavidmComfort/status/1701071234489090524
"Good morning!
Created by Midjourney v5.2",https://twitter.com/AlexDai_DK/status/1703918305403343064
"Each of us remembers when a dream felt so real…
Full herehttps://youtu.be/1TzhZ0jq2II",https://twitter.com/DigitalRetroDim/status/1700596570159473070
"""Nothingness"" according to Midjourney",https://twitter.com/ColourfulEcho/status/1702794094462836774
"Midjourney AI can reproduce nearly photo quality imagery of famous people in various positions and different backdrops. 

Imagine the tech that exists behind the scenes. 

If you’re pretending the AI tech that you and I have access to is the most advanced, you’re doing yourself a… Show more",https://twitter.com/doqholliday/status/1702430565444853930
"Here's my AI creation of the week using Midjourney, Gen-2 and Pika Labs. Still working on it",https://twitter.com/DavidmComfort/status/1701071234489090524
"Good morning!
Created by Midjourney v5.2",https://twitter.com/AlexDai_DK/status/1703918305403343064
"Each of us remembers when a dream felt so real…
Full herehttps://youtu.be/1TzhZ0jq2II",https://twitter.com/DigitalRetroDim/status/1700596570159473070
"""Nothingness"" according to Midjourney",https://twitter.com/ColourfulEcho/status/1702794094462836774
"Midjourney AI can reproduce nearly photo quality imagery of famous people in various positions and different backdrops. 

Imagine the tech that exists behind the scenes. 

If you’re pretending the AI tech that you and I have access to is the most advanced, you’re doing yourself a… Show more",https://twitter.com/doqholliday/status/1702430565444853930
"With this smile i end my day 
I wish you a good night / day and sweet dreams",https://twitter.com/KIAI4RT/status/1703798095056605461
"Here's a Midjourney prompt that will give you lots of inspiration for your next app interface.

Prompt:

modern ios ui/ux design of a [type of app], professional ui design, award winning, figma

Check out 10 amazing examples below:

 digital comic book app",https://twitter.com/chaseleantj/status/1703733164588589232
"Each of us remembers when a dream felt so real…
Full herehttps://youtu.be/1TzhZ0jq2II",https://twitter.com/DigitalRetroDim/status/1700596570159473070
"""Nothingness"" according to Midjourney",https://twitter.com/ColourfulEcho/status/1702794094462836774
"Midjourney AI can reproduce nearly photo quality imagery of famous people in various positions and different backdrops. 

Imagine the tech that exists behind the scenes. 

If you’re pretending the AI tech that you and I have access to is the most advanced, you’re doing yourself a… Show more",https://twitter.com/doqholliday/status/1702430565444853930
"With this smile i end my day 
I wish you a good night / day and sweet dreams",https://twitter.com/KIAI4RT/status/1703798095056605461
"Here's a Midjourney prompt that will give you lots of inspiration for your next app interface.

Prompt:

modern ios ui/ux design of a [type of app], professional ui design, award winning, figma

Check out 10 amazing examples below:

 digital comic book app",https://twitter.com/chaseleantj/status/1703733164588589232
"If anything, we need more clarity that training ML models is a direct derivative of the artists themselves.

Impersonation on outputs alone doesn't cover commercial gains won by Midjourney and Stability AI.

They do more than allow artist name prompts, they train ON their work.",https://twitter.com/mfrankDude/status/1701836571639746618
"Future Gothic by Tim Fu.

Join our upcoming AI workshop, “Midjourney Architecture 4.0” which will focus on developing technical and practical skill sets in using AI for architecture. This workshop will be led by renowned architectural designer Tim Fu, on September 23 – 24, 2023.… Show more",https://twitter.com/parametricarch/status/1700953635864170919
"Enjoy your weekend, folks 

Any nice plans or adventures?",https://twitter.com/MikeHindle/status/1702943116808818886
