prompt,link
Daily  pill ...,https://twitter.com/Tazibao22/status/1704227634647883953
Bangkok at sunset. View of Wat Arun from the river.,https://twitter.com/sharonmawbry/status/1703450245231775977
"We can only hope. In discovery, Midjourney would need to disclose the original generated image so we can see the alterations he's made.

We're all guessing it's been hardly altered.",https://twitter.com/mfrankDude/status/1701105850826600612
The rocket cannons on its shell fire jets of water capable of punching holes through thick steel.,https://twitter.com/Brain_Damage_St/status/1704482008045416623
Good night. Sweet dreams.,https://twitter.com/rin22cal51yn/status/1703426945055342882
"PROCESS FLOW - FASHION USING MIDJOURNEY + STABLE DIFFUSION + PHOTOSHOP

I went from the starting image (left) to the finished image (right) using Midjourney, Stable Diffusion, and Photoshop! 

----------------------

STEP 1: CREATE THE IMAGE IN MIDJOURNEY
""Woman in a camo… Show more",https://twitter.com/ai_artworkgen/status/1702358871975563319
"Take control of your money and enjoy peace of mind with a hardware wallet. 

Order now!",https://twitter.com/Trezor/status/1682210032002420736/analytics
Working on permutation of the original. it’s great that MidJourney lets you continue to make adjustments.,https://twitter.com/michaeljmuch/status/1704372259463344476
"The dude is ready to f*ck you all up! 

Which one is your favorite? 

AI Tool: MidJourney
Exp Prompts: Anime male, cartoon style, ruins in background, blue hair, armed, tattooed, Front view,…",https://twitter.com/Enthusiasm_NFT/status/1703021587224465665
Good morning. Have a nice day.,https://twitter.com/rin22cal51yn/status/1703897687295250835
"Title : Blue Dragon 
 Artist : LeeDong
 Medium : Midjourney (AI)

             

https://opensea.io/assets/matic/0x2953399124f0cbb46d2cbacd8a89cf0599974963/32507252247297088449062461234160198170273585864150218543551360633296169992193/…",https://twitter.com/SaeraAto_G/status/1704458424539590835
Good morning. Have a nice day.,https://twitter.com/rin22cal51yn/status/1703535551176171842
"prompt：a model for korean fashion show, in the style of richly colored skies, portraits with soft lighting, reylia slaby, close up, cute and dreamy, backlight, snapshot aesthetic --ar 19:32 --s 750 --v 5.2",https://twitter.com/l200892013/status/1704456352444428755
"A small ""animation test"" using AI tools.",https://twitter.com/kalil_diogo/status/1704217103450976579
Blossoms Of Steel,https://twitter.com/RedsNotAnArtist/status/1703887554360009115
"""AI Gurus"" are lying.

There's no AI automation.

99% of their tools are useless.

• ChatGPT 4 is the best writing AI.
• MidJourney is the best Art Creation AI.
• Google Bard is the best online search AI.

THAT'S IT. This won't change soon.

Stop caring about AI so much.",https://twitter.com/artshapran/status/1703351370219147492
5 default style,https://twitter.com/voxeloops/status/1703390013076160882
"Sitting on a Pink Cloud: A Dreamy Escape 

Huge thanks to my new friend, Miss 

, for the tags and inspiration!  Here's my contribution, where I found comfort in the serene embrace of a pink cloud.",https://twitter.com/PassDReaffer/status/1704298134262730911
"Photojournalistic Portraits in 

I wanted to maintain my cinematic look while incorporating some vintage elements into the photos. I modified some old prompts that can be easily adjusted by switching color/scene tokens.

Prompts  ALT",https://twitter.com/iamneubert/status/1703423609673535765
It's wild seeing an established tabletop game company raise over $1 mil for their current campaign that is actively using AI/midjourney art,https://twitter.com/AlmostKirk/status/1702081638027735398
"Time for Beds. It's Been A Long Day! 
See You Tomorrow! 
Good Night!!",https://twitter.com/ai_altdims/status/1704254035530780991
"""When Mother Nature and Father Time unite, Pollution and Poverty must retreat!   """,https://twitter.com/Noobster_AI/status/1703321352265167189
I already miss the summer. Good night,https://twitter.com/maxim_wcg/status/1703114023498399915
"baby's first 

 gen
image created",https://twitter.com/byswickie/status/1701728897610789288
"No Team? 
No Problem.

- Sales? Close. io 
- Social post? Buffer
- Web site? 10web. io 
- Copywriting? CopyAI
- Designer? Midjourney

Start your business 𝕏 with $0 and these AI tools!",https://twitter.com/futuretechspace/status/1704420535495434619
"Midjourney AI can reproduce nearly photo quality imagery of famous people in various positions and different backdrops. 

Imagine the tech that exists behind the scenes. 

If you’re pretending the AI tech that you and I have access to is the most advanced, you’re doing yourself a… Show more",https://twitter.com/doqholliday/status/1702430565444853930
Good morning. Have a nice day.,https://twitter.com/rin22cal51yn/status/1704259823624130974
prompt: ALT,https://twitter.com/RichBros2/status/1704474236495262202
The light of hope is everywhere.,https://twitter.com/mind_pusher_AI/status/1704454715868852610
"Also, no one should use MidJourney to create that image. That would be very wrong.",https://twitter.com/TheRickWilson/status/1701630309073293509
new terraforming mars kickstarter campaign raised over $1M yet they're using midjourney??? can someone please make it make sense?,https://twitter.com/brennanoonan/status/1701974604464755192
"|  | |
 |  |  |
 |  |  |  |  |  | 

  in Alt.",https://twitter.com/DBJagua/status/1704452991346946116
"Wishing Prime Minister 

 a very Happy Birthday!  Here are some stills from a birthday party that never took place. 

Disclaimer: These are AI generated images.",https://twitter.com/sahidtwt/status/1703303699098116558
"PROMPT CHALLENGE 16 #: Jean jullien 

Prompt : [ concept  or character ], by Jean Jullien art --ar 4:5 --v 5.2

You can try —v 5.1  and raw too  

 Inviting all AI artists.",https://twitter.com/Ashokkumarpndy/status/1703110476203467220
"My 5-year-old website with hundreds of well-researched articles tanked, but here's my new 100% un-edited ChatGPT + Midjourney banners after HCU update:",https://twitter.com/danialnoorime/status/1704248209478918199
You need a platform built for 2023. Get a platform that keeps up with the market. Tastytrade.,https://twitter.com/tastytrade/status/1704248121482432905/analytics
"Queen

So many sacrifices have made me great, so lonely and lonely that nothing can fill me",https://twitter.com/Doonbo_artist/status/1703392241467994398
"Coffee scents, monster whispers.",https://twitter.com/koldo2k/status/1704018039644037271
"good night 
wishing you an easy and relaxing weekends 
  v5",https://twitter.com/AlisiniyChayka/status/1702791867169997126
"Good night dear friends 

Free Mind X Collection.
""As time passes, the ""mind"" begins to be reborn in a different galaxy with a new energy, in different bodies. 

1/1  
25 xtz   
https://objkt.com/asset/KT1AfTKRTvcGR43iFeHLr4Sdv8NkWksyvzrE/13…",https://twitter.com/BerkerDalmis/status/1703831183082070474
"Get exclusive access to uncensored arts on my Patreon, link in Bio 

 Follow, Like, Comment and Save the Images",https://twitter.com/ZayllorAI/status/1703528145922490514
"Digital art storytelling is another way to tell a story is by using animation, thanks to  I can.               . 
!  https://vm.tiktok.com/ZGJW4KmnP/",https://twitter.com/tismyart/status/1703031750081790158
"Prompt reveal - Magical storm

Today I want to show you how I create this effect of what I call a ""magical storm"".
I try to visualize the magical power of the motif, so that it looks powerful.

Chat GPT didn't spit out this prompt, it was… Show more",https://twitter.com/KIAI4RT/status/1702655412191756573
"Why Save Old Photos? Because Clearly, Memories Were Overrated Anyway!",https://twitter.com/Dreamcoded56881/status/1704100839869043090
"SUPER CARD GAME PROMPT 

Are you a Magic The Gathering fan and would like to create your own 100% customisable card game?

Good news. With Midjourney it's possible. And I have the prompt you need. 

After a lot of work and a lot of trial and error, I have finally managed to… Show more",https://twitter.com/Artedeingenio/status/1704075359895933348
"So how did I make my trippy music video ""Euphoria""?

The entire thing is based on just one Midjourney prompt:

""a strange bizarre scene, vaporware, neon, cinematic movie still, directed by david cronenberg""

Try it out. You'll get the most insane scenes. Different every time.… Show more",https://twitter.com/AIandDesign/status/1703243959806591004
"another image generated in Midjourney by starting the prompt with “3D” 

I was really pleased with the depth that results from using the command at the beginning of your prompt.",https://twitter.com/michaeljmuch/status/1703518621975052535
"Happy Friday, Folks  The experiments continue 

Fully AI-generated with Midjourney, then upscaled, sharpened and edited in Photoshop",https://twitter.com/MikeHindle/status/1702593535004881268
"The Mona Lisa (Simpson)  
Bidders are going crazy right now",https://twitter.com/FunnyAITweets/status/1703599729542664523
"Pika Labs text-to-video

I used a prompt I found in Midjourney magazine:

""grandma washes herbs, top view, sunlight, photo-realistic, professional food photography, sharp focus """,https://twitter.com/anukaakash/status/1703775662736375978
"Half cyborg  
 

 
 and Adobe Premier Rush",https://twitter.com/momblogger/status/1702611961022988316
The Devil's Moor is a place surrounded by legends and stories. Once it was a dangerous swamp area that people avoided.,https://twitter.com/cubebot18/status/1704488087953289690
"GM Friends

Crafting GMs with Midjourney has been an incredible creative journey.

Seeing each one come to life is magical.

GM allows me to explore my creativity in new ways.

Thank you to everyone who has liked and supported my GMs

Your encouragement inspires me.",https://twitter.com/dark3web1/status/1702200511347511661
Thanks so much for the tag. Few from me via,https://twitter.com/RollVeeTee/status/1704460344368701760
"Introducing new AI artwork—immerse yourself in a world where creativity and technology collide!
http://pictorem.com/profile/Vuletta.J…",https://twitter.com/aiart_Vuletta_J/status/1703756407437205528
"Share Your Best AI Generated Image of the Day here as part of my goal to !         

Share your prompt in ALT so we can all learn together        

Excited to see what you create        

Like & RT each others work   

   

… Show more",https://twitter.com/bobcrypto13/status/1703407550878695908
"Prompt by 

 
Candyland
Good Night",https://twitter.com/sharonmawbry/status/1704193061088059654
"The Demon with a Blood Red Orb 

1:1 AI Art Online Crash Course Availabale... DM for details.

Download my FREE Prompt Bundles: https://shahbazaiartist.gumroad.com/l/PsycDigitalism…",https://twitter.com/shahbaz_aiart/status/1704356699673706857
"GM friends!

Kicking off an exciting new series made with Midjourney.

Crafting these 350+ images has been a magical creative journey.

Thank you for all the likes & support so far.

Your encouragement inspires me to keep creating.

Have a beautiful day!",https://twitter.com/dark3web1/status/1703287671236575532
"AI art does not “lack soul.” ChatGPT does, but that’s because it sucks and is primitive. 

What comes out of MidJourney is in fact quite aesthetic and you sound like a pretentious art snob when you try to impose metaphysical concepts onto beauty. Most real human-produced art…",https://twitter.com/AnimeSerbia/status/1703566489767264641
"Looking for Professional Ecommerce Stock Images?

Grab these 144 Professional Ecommerce Product Midjourney Prompts

To get it:

1. RT this tweet
2. Reply 'ECOMMERCE'
3. Follow me 

  

Must follow or can't DM    

P.S.
Grab them while you can",https://twitter.com/ItsAivik/status/1702419513474527419
Lord Commander...,https://twitter.com/EhteshamHayat/status/1704236010786451817
"Share Your Best AI Generated Image of the Day here as part of my goal to !           

Excited to see what you created          

Like & RT each others work  

   

 
  … Show more",https://twitter.com/bobcrypto13/status/1704216164979606014
"Finance writer Morgan Housel talks about the mistakes investors make, how he assesses risk, and where he puts his money.",https://twitter.com/barronsonline/status/1690082184604819456/analytics
"Here’s a really fun prompt I got from 

 . This is how it turned out in Midjourney. I’d love to see your creations! 
Candyland",https://twitter.com/jinx_aiart/status/1704230626713387508
"Do You Love Japan?  

Grab these 143 Surreal Japanese Illustration Midjourney Prompts

To get it:

1. RT this tweet
2. Reply 'JAPAN'
3. Follow me 

  

Must follow or can't DM  

P.S.
Grab them while you can",https://twitter.com/ItsAivik/status/1703144265658884285
3) metal art illustrated poster of a 5 members band with a lead female singer with long green hair. Gothic horror in the style of Rob Zombie Marylin Manson           … https://instagr.am/p/CxaedDdoNiv/,https://twitter.com/mjmasterpieces/status/1704473169581469900
"After Us | Ai experimental short film | 

The preliminary images were generated in Midjourney",https://twitter.com/sergeykosenkov/status/1703722487823970639
"http://youtube.com/shorts/kSfPzIDysok…

 Witness the Magic of AI: AdityaL1 Mission to the Sun 

Experience the fusion of creativity & technology in this 1-minute visual journey! 

 Script:   Imagery:   Motion:   Music: 
Don't miss this… Show more",https://twitter.com/pranav_quant/status/1701847890354672106
"Hold on tight baby, this ride has “Cruise Control”",https://twitter.com/FunnyAITweets/status/1704296720383799552
"& Doctor Moreau present:

The Black Swan Dachshund",https://twitter.com/daichshunds/status/1703819098767970552
"""The Deep View turned me from a novice to a ninja in the AI world!"" 
–A transformed DV Reader",https://twitter.com/theDeepView/status/1701146136088854563/analytics
"Just found one of the Best GPT-4 Chat AI App - http://Flot.AI

 1000+ Expert Prompts inside

 AI Copilot + Desktop Version for FREE",https://twitter.com/LeoYe_AI/status/1694643611567370666/analytics
"a THE TROUBADOUR"" Opera costume design sketch               https://instagr.am/p/CxZ8HQ-IuKn/",https://twitter.com/mjmasterpieces/status/1704398325271626111
3) Watercolor Fall Picnic - Autumn scenery clipart - Autumn outdoor dinner               https://instagr.am/p/CxY3csXo1K5/,https://twitter.com/mjmasterpieces/status/1704249376078495901
"""Hello World"" GM

It's still hot

Please be careful

 5 default style",https://twitter.com/voxeloops/status/1703884387224588629
Introducing new AI artwork—immerse yourself in a world where creativity and technology collide! http://pictorem.com/profile/Vuletta.J…,https://twitter.com/MonteYocho/status/1704459103253262469
"Check this out 
AI-GENERATED DIGITAL PORTRAITS
AZTEC EMPIRE NEON COLLECTION",https://twitter.com/NFT_by_SOC/status/1701261323227594968
"Just listed on 

 

All dressed up and no where to go

1/1

35 tez

Midjourney x Photoshop

https://objkt.com/asset/KT1KUPsGS29ZVun5UqFG5S4YhKEgRaz1icZQ/48…",https://twitter.com/shillypreston/status/1704329634496868396
"Ecounter with the Extraordinary

 

 
 
 
 
 
  
  
  

http://instagram.com/p/CxaVXFwrgJ9",https://twitter.com/GustavoEidon/status/1704462721717071890
"Did you know that Skateboards where invented in 1861 in Ohio during the great horse flu epidemic?
Photo from http://anzu.art.ai.artwort’s collection on IG.",https://twitter.com/Alexinbkkth/status/1704431745763058039
"Generate & Profit With AI ART WITHOUT Any Technical Skills WITHOUT Any Coding, WITHOUT Writing In Just 5 Minutes DAILY! First Ever MidJourney Killer A.I Technology Creates & Sells UNLIMITED Ultra Profitable Visuals. For more details visit.. https://pin.it/2k6wUaC via",https://twitter.com/NeamulKabir5487/status/1703667913276936310
"Do You Want Those Nostalgic Feelings?

Grab these 141 Vintage Retrowave Midjourney Prompts

To get it:

1. RT this tweet
2. Reply 'RETROWAVE'
3. Follow me 

  

Must follow or can't DM  

P.S.
Grab them while you can",https://twitter.com/ItsAivik/status/1703506670997917913
"""Hello World"" GM

It's still hot

Please be careful

 5 default style",https://twitter.com/voxeloops/status/1704240904394174831
Introducing new AI artwork—immerse yourself in a world where creativity and technology collide! http://pictorem.com/profile/Vuletta.J…,https://twitter.com/aiart_Vuletta_J/status/1704458881756282982
"The Cooking Lesson.

V5.2",https://twitter.com/artamagig/status/1703889114297184498
"Good morning, good afternoon or good evening wherever you are … from the  

  Q-posket community! ""May the force be with you""

Quote of the day:

""You can start small, but don't think small. Nothing big ever comes from thinking small.

Prompt: [character],… Show more",https://twitter.com/bobcrypto13/status/1704040651904385155
Would you pick up a hitchhiker?,https://twitter.com/girlsofmidjour/status/1703329682106519947
"Generate & Profit With A.I ART WITHOUT Any Technical Skills, WITHOUT Any Coding, WITHOUT Writing In Just 5 Minutes DAILY! First Ever ""MidJourney"" Killer A.I Technology Creates & Sells UNLIMITED Ultra Profitable Visuals. For more details visit..  https://bit.ly/3Zk5TLQ",https://twitter.com/almamun_mehebub/status/1703522911427109192
"Big Tattoo Lover? 

Grab these 141 Mysterious Body Tattoos Midjourney Prompts

To get it:

1. RT this tweet
2. Reply 'TATTOO'
3. Follow me 

  

Must follow or can't DM   

P.S.
Grab them while you can",https://twitter.com/ItsAivik/status/1703869054052696371
3) majestic but fierce hyena logo               https://instagr.am/p/CxZgpvKo9sQ/,https://twitter.com/mjmasterpieces/status/1704341890630590942
"""Prime is now $179, but few know this saving hack.

Think you're getting the best deal when you shop online? Don't buy a single thing until you try this - you won't regret it.""",https://twitter.com/Shopping_Tools/status/1704183319418785995/analytics
"One of the biggest game series in modern boardgames can most CERTAINLY afford an artist. Using midjourney in a published product is shameful, and robs skilled people an opportunity for work.

They can also likely afford not to do have to crowdfund but that’s a different issue.",https://twitter.com/MarcelineLeiman/status/1701980232662622713
"Hey! Download this exclusive Artwork for 𝗙𝗿𝗲𝗲 on http://HELMORT.com !
 
CHECK THIS PROFILE FOR DAILY NEW HEL MORT® DREAMS!",https://twitter.com/helmortart/status/1704465529795158071
"Isn't he beautiful?
I've added some of my  artworks to my  shop.

Available on  case, , stickers and some other products.

 

Order here  and  me on my artistic journey. 

https://redbubble.com/i/iphone-case/Giraffe-Man-by-moojanazar/152527137.PKFE5?utm_source=rb-native-app&utm_campaign=share-product&utm_medium=android…",https://twitter.com/MoojanAzar/status/1704454167136284761
2) metal art illustrated poster of a 5 members band with a lead female singer with long green hair. Gothic horror in the style of Rob Zombie Marylin Manson           … https://instagr.am/p/CxaXlJ0olQl/,https://twitter.com/mjmasterpieces/status/1704462020500701213
"This image made for the video for the Kanji 南 for 'south' had real teeth! 
 
https://kanjimemories.com",https://twitter.com/kanjimemories/status/1704252296199102540
"How did you bypass Midjourney filter? Anyway, I am amazed at the textures of  . I researched that texture is an important aspect of Nicholas de Staël paintings, and he did often use palette knives to achieve a certain tactile quality.",https://twitter.com/momblogger/status/1704380505356173753
"How did you bypass Midjourney filter? Anyway, I am amazed at the textures of  . I researched that texture is an important aspect of Nicholas de Staël paintings, and he did often use palette knives to achieve a certain tactile quality.",https://twitter.com/momblogger/status/1704380505356173753
"3) a THE TROUBADOUR"" Opera costume design sketch               https://instagr.am/p/CxaJ2F0I2fZ/",https://twitter.com/mjmasterpieces/status/1704433125047025995
