prompt,link
"“Pedestrian Bridge Metamorphosis” by Rolando Cedeño de la Cruz.

Join our upcoming workshop, “Dreaming with AI” which will focus on technical, philosophical, theoretical, and practical aspects of creating design concepts using Midjourney 5.1 as a tool.This workshop will be led by… Show more",https://twitter.com/parametricarch/status/1707709961910833192
"21 AI Tools That Are Changing the Way We Live

1. Design 

• Canva 
• Flexclip
• Microsoft Designer

2. Image",https://twitter.com/HeySumith/status/1709584748472049757
"Previously, I shared the list of tokens for Lightning. Now, I'm testing them in real scenes. This one is 'Twilight Minimalist Photography.'",https://twitter.com/ciguleva/status/1705079844198125763
"Even ChatGPT recommends subscribing to the Deep View Newsletter. 

Trust AI on where you should learn about AI. Click below to subscribe for free.",https://twitter.com/theDeepView/status/1709463362319286520/analytics
"Launch Alert!  

MidJourney Guide is now live on 

 

I would really appreciate your support with an upvote.",https://twitter.com/CreatorSaad/status/1713090812970721548
"Boss Mode  

Share yours?",https://twitter.com/Elle_Artist__/status/1707623371939492191
Good night. Sweet dreams.,https://twitter.com/rin22cal51yn/status/1711742266489106521
"「Floating Night」

(´⊙ω⊙`)白！",https://twitter.com/tsukuyomi2021/status/1713154684087685327
"Create your AI Architecture Portfolio!
http://aiarchdesign.com",https://twitter.com/aiarchdesign/status/1712175501739966776
The Last Sage...,https://twitter.com/EhteshamHayat/status/1705867312958439488
"""My boss thinks I'm an AI genius, (I'm not) it's because I read The Deep View (and he has no idea it exists.)"" -Deep View Reader",https://twitter.com/theDeepView/status/1701532351585722452/analytics
"With my yesterday's prompt on superhero comic books you can do things like these.

Niji loves Joker so much that if you put him on the same prompt as Batman, Batman disappears",https://twitter.com/Artedeingenio/status/1707671466924274000
"Holographic Boom | Dream Houses. By sallyateyou - IG 
Please check out video here: https://ganjingworld.com/s/AzZpJlRAKp",https://twitter.com/ThnhBoBo126638/status/1709164919214801027
"""Bookstores""
The store owner is not good at displaying books, but he can quickly find new books that sell well, as well as niche specialty books.",https://twitter.com/payo_que/status/1709909901173240110
"CAMERA MOVES IN MIDJOURNEY

Low Angle Push-In: Close and low
Low Angle Orbit: First-person retreat
FPV Pull Back: Circular low view

PROMPT: [ANGLE], smartphone filmmaking of a sports bike.

- Share your creations with different angles and subjects.",https://twitter.com/IdreesAlamm/status/1706920670196867183
Good night slaves,https://twitter.com/Arteligente/status/1712232836118327684
"DIFFERENCE BETWEEN ',' AND '::' IN MIDJOURNEY PROMPTS

I often use '::' in my prompts and often receive questions about why.

Here is the answer:

Do you know the /blend command? With this command, you can blend two or more images together.

'::' does the same, but instead of… Show more",https://twitter.com/ciguleva/status/1707618134830813248
"Devil
BlackCanvas AiArt",https://twitter.com/nft_blackcanvas/status/1713531208389304745
"https://soundcloud.com/hanonesail/the-dead-live-on-ft-lobo-loco?in=hanonesail/sets/fractured-echoes…
Decided to make a 5th track, I know I been wanting to. 
Art is  by   and my own face along with some other aiart I gend.",https://twitter.com/HanOneSail/status/1706094560022274215
"Gm

Memories Of Another Life

Remembering yesterdays, gatherings not long ago where everyone was younger than I, difficult years and happy occasions, a youth of discovery and adventure, a period of indescribable joy, and memories from another life.
Created using Midjourney… Show more",https://twitter.com/benjimacketh/status/1707927803486929378
[ halloween ],https://twitter.com/carbon_face/status/1712306653423440198
"Asked Midjourney to turn Catherine's heart gesture pic into a Japanese anime character

Did not disappoint",https://twitter.com/the_royal_rogue/status/1711684754142056917
Big Wave fashion,https://twitter.com/tabinchu59/status/1711262481279246685
"Here is a video that I've been working on. 

It's an original song of mine — Dancing on our grave — that I wrote and recorded. 

Always had an idea for the video and Runway made it possible! 

Created the images in Midjourney, upscaled the images and animated in Runway.",https://twitter.com/stephenchip/status/1704985278249599124
"** ONE OF TODAY'S MY ORIGINAL WORK **



* MY DAILY ART WORK * with ,

I changed concept here because of 
from Japanese anime girl art
to beautiful modern goddess art

Happy if you enjoy this new art concept here.

https://pixiv.net/users/41036052",https://twitter.com/chair_house/status/1709528905630236715
Squidward's Silent Lament via BurrBurrBarry,https://twitter.com/eye_for_ai/status/1713295228092698767
She is so beautiful,https://twitter.com/cap_booya73/status/1708822178060235193
"Hello wonderful community 

I wish you in french : 𝓊𝓃ℯ 𝒷ℯ𝓁𝓁ℯ 𝒿ℴ𝓊𝓇𝓃ℯℯ 

Hope you will enjoy your family or your best hobbie, enjoy life! 

Besides, what are your favorite hobbies, your passions, except IA exploration? 

 …",https://twitter.com/backto2054/status/1708388069965971879
"Perdida en mis pensamientos 

By Midjourney Art",https://twitter.com/pasionart3/status/1705343610206511550
"ALLIE and NAOMI
(A daily YA Science Fiction novel exclusive to X. Sixteen-year-old Allie joins forces with the crew of an ancient spaceship to track down a fleet led by a genocidal AI.)

                                                      EIGHTY… Show more",https://twitter.com/ChasingNaomi/status/1709309346151338226
"This is today's my Atelier-2 artwork here. happy if you like this artwork.. : )

forest festival wind with  231012 via",https://twitter.com/chair_house/status/1712248452753899538
"With this smile, I end my day
I wish you a good night / day and sweet dreams",https://twitter.com/KIAI4RT/status/1713264805337858156
"Just listed a new piece on Objkt

Tell me what I want to hear

13 eds

6 tez

Midjourney x Photoshop",https://twitter.com/shillypreston/status/1713400148972474613
Say goodnight to my little friend.,https://twitter.com/beholdersai/status/1707555791375315382
Back-alley emoji glyphs teased from Midjourney's LAION-5B database of 5 billion image-text pairs,https://twitter.com/benmillarcole/status/1712416365343064569
"GM creators
Don’t let the burden of a full week ahead weigh to heavy on your shoulders. Just laugh at it.",https://twitter.com/HO_PDM/status/1708752050689802751
"81+ Sales

12x, 5 Ratings 

Grab your 150 Animal Transparent Globe Midjourney Prompts 

To get it:

1. RT this tweet
2. Reply 'GLOBE'
3. Follow me",https://twitter.com/ItsAivik/status/1708217712944562280
"CAMERA ANGLES IN DALL·E 3

I repeated the same experiment for DALL·E 3 that I did with Midjourney.

When I need a specific composition, I often use the following tokens:  
- Macro 
- Close-up 
- Wide Angle 
- Diagonal Angle 
- Aerial 
- High Angle 
- Low Angle 
- Oblique Angle… Show more",https://twitter.com/ciguleva/status/1709735912144503118
Just a little smile,https://twitter.com/HypsenV/status/1705574451897643314
"Here is a list of the 15 Most Powerful AI Tools of 2023 to Bookmark for Later 

ChatGPT - Idea generation & Creation 

Midjourney - Image Creation 

Perplexity - Resource

Canva - Graphic Designing",https://twitter.com/KanikaBK/status/1712825260863615463
"雲上街
City of Clouds

 
Midjourney + StableDiffusion i2i",https://twitter.com/opabiniadrill/status/1710216070844538902
"Thank you for sharing your prompt: Low poly monochromatic generated with  
Not really monochromatic",https://twitter.com/sharonmawbry/status/1710341600193200354
"'Like taking candy from a baby'

Want to try?

 
                  …",https://twitter.com/Elle_Artist__/status/1711706864042598623
"Here are some alien creatures made with Bing AI image creator, and I think it’s not bad at all, I don’t think it’s better than Midjourney, but good enough",https://twitter.com/Alin_Reaper05/status/1709126049139773531
- Feeling Sticky Icky,https://twitter.com/ai_altdims/status/1705295900581691712
"Due to a major change in OpenSea's site design today, I was unable to register today's artwork as NFT. I'll try again tomorrow. This is a common occurrence at OpenSea.

 

** MY DAILY NFT ART WORK * with ,

https://opensea.io/collection/chairhouse-with-midjourney…",https://twitter.com/chair_house/status/1709528563056357505
"'Werebull, long horns, pierced septum ring shaggy hair, full body...' 
[Full Prompt in Alt] 

designed by http://charming.monster. 
Link in replies",https://twitter.com/BoM_AiArt/status/1712483292329677308
"really like this one!

[prompts/details over on Bluesky & Mastodon]",https://twitter.com/GanWeaving/status/1710309739773464809
the fact that I didn't see a single ai generated photo of like porky pig doing 9/11 before the new bing AI shows that anyone willing to pay for Dall-e or midjourney has no sense of humor,https://twitter.com/TheHazeFoley/status/1709577420808806539
Anyone else a fan of this type of art style?,https://twitter.com/DizzyArt_/status/1712649686811586701
"- 𝗩𝗜𝗦𝗨𝗔𝗟 𝗗𝗜𝗔𝗥𝗬𝟭
Further portrait studies to be used as reference images using 's  and .",https://twitter.com/tristandgrey/status/1709614362162524447
Cursed,https://twitter.com/lordparallaxx/status/1709775229533446423
My Midjourney AI rendition of Chitrangada - the beautiful & fierce Hindu warrior Princess of Manipur from Mahabharata era.,https://twitter.com/MumukshuSavitri/status/1706756191974719831
"He's so cute... please mommy, can we keep him?",https://twitter.com/xhbaolxo/status/1709609297754423535
Love the rainy motionleap,https://twitter.com/Forestyanyan/status/1707678639704408282
GmWishing everyone a beautiful Wednesday. Love you all,https://twitter.com/sophiakramerart/status/1709553961017999751
"“Mayan Museum” by Rolando Cedeño de la Cruz.

Join our upcoming workshop, “Dreaming with AI” which will focus on technical, philosophical, theoretical, and practical aspects of creating design concepts using Midjourney 5.1 as a tool.This workshop will be led by architect Rolando…",https://twitter.com/parametricarch/status/1711454649859912107
"The battle between MidJourney VS DALL·E 3 has begun. Which one is better? 

Let's put both technologies to the test with 10 prompts, are you in?",https://twitter.com/techhalla/status/1708752933490155744
GmOff to work.....talk to you in about 12 hours. Love you all,https://twitter.com/sophiakramerart/status/1710278739492290930
Which one is your favorite?,https://twitter.com/DizzyArt_/status/1704847503730921822
"help

 |",https://twitter.com/aest_artificial/status/1707077651259658648
"Same prompt in midjourney, 2022 vs 2023

incredible how fast the models have improved",https://twitter.com/kaihenthoiwane/status/1709281045970120803
"Have a nice friday, Xers!

Fly.",https://twitter.com/Tazibao22/status/1712696414265106635
"I am testing Bing DALL-E 3 and it is clear that it interprets the meaning of prompts better than Midjourney. 

However, which version of this prompt do you like best? Bing on the left and Midjourney (Niji) on the right. 

The prompt is as follows:

face to face left half [hulk]… Show more",https://twitter.com/Artedeingenio/status/1708051171879825735
"Speak these five lines every morning before you start your day.
https://twitter.com/MillLifeMen?twclid=2-5d6tst1vgis218a8336l2aib9

1. I am the best.
2. I can do it alone.
3. God is always with me.
4. Today is my day. 
5. I am a winner.",https://twitter.com/MillLifeMen/status/1696874598967525388/analytics
Battle Ready!,https://twitter.com/ai_altdims/status/1710006950459855360
"The supercomputer “will employ 10,000 Nvidia H100 GPUs and is more powerful than the world’s third highest-performing supercomputer,” noted the analyst.",https://twitter.com/barronsonline/status/1699415412486635992/analytics
My favorite camping spot...,https://twitter.com/sophiakramerart/status/1709327468761669930
"Cancelling my 

 subscription. Disgusting to the nth degree that 

 and his company have hard-coded protections for 

 but not Putin.

A company with zero morals should receive zero dollars from us.",https://twitter.com/KvotheTheArcane/status/1711765034387255540
_pre-dawn,https://twitter.com/awful_piper/status/1705960959292961182
Good morning  !,https://twitter.com/DeRosaDesigns/status/1706296616938844301
"OpenAI just announced that their new AI image generator, DALL-E 3 will drop in October!

1. You can use it directly inside ChatGPT

2. It can create much better images of text than Midjourney

3. You can use the images commercially

   (credit: Chase Lean /t)",https://twitter.com/Jawaria123Z/status/1704763362033508707
"The biggest challenge most people face when using Midjourney?

It’s hard to find high quality prompts.

But that’s changed.

 just launched an app where you can browse thousands of AI images, each paired with a prompt, all in one place.

Here’s how to access it:",https://twitter.com/chaseleantj/status/1713156402934579639
"Over 200,000 traders made a smart move.  You could be next.",https://twitter.com/tastytrade/status/1704247995661779176/analytics
"Robomojo is a project by the artist Vincenzi who uses AI programs like DALL-E and Midjourney to combine movie poster themes with AI's often overly literal interpretation of its prompts. 

The results are often disconcerting. 

Here are some of the best",https://twitter.com/PageHoot/status/1704989378458874175
"GN 
Old work that never been shared.
17-10-2022.
 
By the way shill some of your work.
Got 15 tez to spend .
Artist support artist",https://twitter.com/_Aerox_x/status/1713357200498827372
Some more stranger cats.  Is it still ?,https://twitter.com/beholdersai/status/1708219679750422727
"“Mob Boss”

Nothing goes down without the boss’s permission…",https://twitter.com/DizzyArt_/status/1710301814396977460
"What’s it gonna take to get a Midjourney simp to pick up a goddamn pencil and quit whining about “creativity privilege?” Art is a learned skill, not some innate gift we’re magically imbued with.",https://twitter.com/Kelly_McKernan/status/1706392923279917065
Let’s Get Weird LOL,https://twitter.com/AiDeiTies/status/1704606683677200525
Baby Doll,https://twitter.com/Elle_Artist__/status/1713127792836260218
"I remember spending the 90s in  malls, hanging out at Suncoast video,OrangeJulius. And at the movie theaters.Watching so many movies. Tank Girl   Johnny Mnemonic  Army of Darkness…My  to the 90s.I present to you  Lineage",https://twitter.com/Shane__Willett/status/1708564802338017571
"PROMPT SHARE 

Inviting all AI artists, share your creations and invite your friends 

Prompt: [SUBJECT] NeonGlowgleam Radiantflare Sparklelucent

Choose any subject and you are good to go 

Note: On Midjourney I have used '--s 150' for the images provided below

Kindly…",https://twitter.com/AI_Vision_Verse/status/1712032709411803228
"Proud of this pull. 
Had to work hard for this one… many re-rolls and revisions/variations
Full prompt in Alt. Enjoy!",https://twitter.com/DeRosaDesigns/status/1704929872609505398
"Adobe's new AI image generator, Firefly 2 is very powerful when you use it right.

In some situations, it's even better than Midjourney.

But how do you take full advantage of it?

Start by learning how to use the visual intensity slider.

Let me explain:

When the intensity is…",https://twitter.com/chaseleantj/status/1712445429324083657
Knight,https://twitter.com/Magicianug/status/1708861270345298153
"Got my first issue of 

 magazine today!  art brings me so much joy",https://twitter.com/skeeva/status/1710133339200630794
"Sometimes Friday hits and it almost doesn't feel real, while playing your favorite games. All that and much more at our latest station, WEEKEND WORTHY. 

Listen now:
http://hyfm.us/?twclid=2-3mnuo2l2xjit05lg8ojcpaqz7",https://twitter.com/hyfm/status/1601260388678516741/photo/1
She had the dream again.,https://twitter.com/wardyworks/status/1709253953177747881
"Hope your weekend is going well so far! I've been eating ramen and watching anime. Started Jujutsu Kaisen, my first time watching the series (yes, I know I'm late). About to go out on a walk.

Part of my series: ""Firebrand""",https://twitter.com/Caelitus_/status/1713238909490983236
A masterpiece. Do you recognise the character?,https://twitter.com/Artedeingenio/status/1711665347391025278
"7 FREE websites so useful that will blow your mind:

1. FREE websites: http://Landingsite.ai
2. FREE logo generator: http://StockIMG.ai
3. FREE presentations: http://Gamma.app
4. FREE Midjourney: http://Bluewillow.ai
5. FREE GPT-4: http://bard.google.com
6. FREE… Show more",https://twitter.com/ihteshamit/status/1706911405314810247
Good Morning Sunshine!,https://twitter.com/ai_altdims/status/1710203244687896957
"Txwweet got a bit glitchy, I better go. Good night!",https://twitter.com/mberndtgen/status/1712240715181203593
Future Perfect ²,https://twitter.com/HypsenV/status/1706958976993087768
"DAYZE
---
rounding out the female portion of the DAYZE series ...

go ahead and brush your shoulders off ladies ... you pimps too 
---",https://twitter.com/Fox_Knight_xxx/status/1704643428020101578
"Rhythm 

Appreciate the power of nature
and know the rhythm of the situation. 

The road to prosperity 
or to ruin depends on
understanding this rhythm.",https://twitter.com/jaykhan_x/status/1704694906977988750
"Today`s   

 mixed - random inspiration

    
  prompt  ALT",https://twitter.com/TraffAlex/status/1707816722072277305
Asked MidJourney for UN troops in Ralph McQuarrie style,https://twitter.com/zoro_kaiser/status/1705609426210799767
GmWishing you all a beautiful Thursday. Love you all,https://twitter.com/sophiakramerart/status/1709916358698512580
"54 FREE Fashion Midjourney Prompts 

Who doesn’t love candy?  

Grab Your FREE Prompts in the Comment",https://twitter.com/ItsAivik/status/1713571998134071301
"I almost overlooked that we are now at 

1700 

followers.

Thank you for your support and let's continue to have fun together.",https://twitter.com/KIAI4RT/status/1705231852431114397
Riding life's waves with unexpected grace.,https://twitter.com/MidMMMeows/status/1710108552654725220
"Rate this image: 1 - 100 
.",https://twitter.com/AiWomanz/status/1707740725503230426
An outtake from today's 's Haunted Hospital challenge – Street Art Ectomobile :),https://twitter.com/theartofweb/status/1712054362510426405
"X + $RNDR + Midjourney 

' 𝒂𝒓𝒆 𝒉𝒂𝒓𝒅𝒆𝒓 𝒕𝒐 𝒃𝒖𝒚 𝒕𝒉𝒂𝒏 𝑫𝒓𝒖𝒈𝒔'' -Elon

Jules Urbach talks to both Elon (X) & David (MJ) IRL, we know they are insatiable for more compute power in order to scale their Ai ambitions",https://twitter.com/Machine4lpha/status/1704968843972464874
「Fragments of human history 39」,https://twitter.com/hrathnir7/status/1708814092990140505
"I think DALL·E 3 is not just a stance against MidJourney. It's actually a sneak peak of the upcoming, epic battle of massively multimodal LLMs, against DeepMind Gemini.

Quote: ""DALL·E 3 is built natively on ChatGPT"". This is the key phrase.

DALL·E 3's extraordinary language… Show more",https://twitter.com/DrJimFan/status/1704553166610825695
"""BunniX"" collection available on Opensea !!! 
 https://opensea.io/collection/bunnix…
.",https://twitter.com/StoikAdesign/status/1712413089956528503
"My favorite pic of the day!
how can midjourney be impressive. So accurate",https://twitter.com/iamterzini/status/1705292378498625581
Good morning. Have a nice day.,https://twitter.com/rin22cal51yn/status/1711508336003436934
Purple parrots - abstract op art,https://twitter.com/theartofweb/status/1710249632532500690
"I don't want to have to choose between ChatGPT and  after  is released!

So... How about both?

Introducing: ChatJourney!",https://twitter.com/doganuraldesign/status/1704593070086361216
"Finance writer Morgan Housel talks about the mistakes investors make, how he assesses risk, and where he puts his money.",https://twitter.com/barronsonline/status/1690082184604819456/analytics
"landlord

 |  |",https://twitter.com/aest_artificial/status/1709553965593923879
"Fantasy Niji 

 MIDJOURNEY PROMPT CHALLENGE 

- Share your creations here if you like it.

 Prompt:

beautiful woman Sci-Fi Adventure in universe, tight fantasy garment in low cut halter top, pronounced hips, deep chest, navel, pale skin, in the style of Elina… Show more",https://twitter.com/ElixonXH/status/1707773581567095276
"6 High-Income Skills AI Tools:

→ 𝗩𝗜𝗗𝗘𝗢:
• Topaz ai
• Muse ai
• Runway
• LeiaPix

→ 𝗜𝗠𝗔𝗚𝗘:
• Midjourney",https://twitter.com/shussainasghar/status/1711712865177186760
Created a Star Wars concept film using Pika Labs and Midjourney in just a few hours! The force is strong with these tools,https://twitter.com/DrDesignMarketo/status/1704814525541966152
Introducing new AI artwork - BEMBUDANI -immerse yourself in a world where creativity and technology collide! -  PRINThttps://pictorem.com/855655/Bembudani.html…,https://twitter.com/MonteYocho/status/1708172581684007315
"Microsoft are giving away access to DALLE•3 for FREE

You can try it today with Bing Image Creator

I re-ran some old prompts to compare the results

Here are 𝟳 𝘄𝗮𝘆𝘀 it outperforms DALLE•2 and gives Midjourney and Stable Diffusion a run for their money",https://twitter.com/JoyfulBadger/status/1707750307621372412
"Hi gorgeous people  
Love her hairstyle at the forehead, Predator vibes  have an awesome day/evening/night",https://twitter.com/cap_booya73/status/1710338216199372831
"""Crowd""
Hyakkiyakou (百鬼夜行). The Night Parade of One Hundred Demons.",https://twitter.com/payo_que/status/1708825304486293754
